ProjectName,Category,Subtitle,AwesomeNearLink,Series,ABBV,Icon,Website Link,Buy Link,Stake Link,DApp Link,Facebook,Twitter,Github,Telegram,Discord,Linkedin,Medium,Other Links,Near Token,Aurora Token,Ethereum Token,Other Tokens,Description,Grants,News Articles
ZoneART,"DApps,Marketplaces,NFT",Reimagine your NFT experience on NEAR.,https://awesomenear.com/zoneart,NEAR,,https://awesome-near.s3.amazonaws.com/zoneart.jpg,https://zoneart.io/,,,,,https://twitter.com/zoneart_nft,,,https://discord.com/invite/zoneart,,,https://zoneart.io/zoneart_whitepaper.pdf,,,,," ZoneART consists of a non-technical, user-centric online marketplace, launchpad, and a publicly viewable database of NFTs including their related market data available on the NEAR ecosystem.  ZoneART will also be offering various NFT staking, rarity tools, and infographics on the Near NFT market amongst other things. The platform will be browser-based and accessible on both desktop and mobile devices. The marketplace will enable the end-user to trade NFTs on the NEAR ecosystem. The launchpad will assist in introducing projects to the NEAR space after being carefully audited.",,
Pixacotta Army,"Collectibles,NFT",The First Rug Insurance NFT to protect NEAR.,https://awesomenear.com/pixacotta-army,NEAR,,https://awesome-near.s3.amazonaws.com/pixacotta-army.jpg,https://pixacotta.army/,,,,,https://twitter.com/PixacottaArmy,,,,,,,,,,," Pixacotta Army is a collection of 1500 pfp pixel warriors risen to protect the NEAR ecosystem, and the first NFT to offer an Insurance-type utility against hard rugs in the $NEAR market. Together, we will create a DAO that operates a NFT Rug Relief Fund and a NFT Vetting Council to help build a safer NFT space for all. The NFT Rug Relief Fund means that Pixacotta Holders that experience hard rugs on the NEAR ecosystem can get refunded. The scope of refunds will depend on the Pixacotta DAO’s consensus. 10% of mint proceeds will fund the creation of the Pixacotta DAO treasury. 75% of secondary revenue will be allocated to the treasury, which will operate the Relief Fund. Roadmap 2.0 will be laid around the idea of the DAO shaping a Vetting Council that helps review new projects minting in the NEARverse, as well as an NFT insurance protocol and other community-driven ideas. These can bring sustainability to the NFT Rug Relief Fund and help create a safer space for NFTs on NEAR.",,
NEAR Academy,"Ecosystem,Education",Free Interactive course for Web2 developers to fast entry into the NEAR.,https://awesomenear.com/near-academy,NEAR,,https://awesome-near.s3.amazonaws.com/near-education.jpg,https://near.academy/,,,,,,https://github.com/NEAR-Edu/near.academy,,,,,,,,,, NEAR Academy is an interactive course for web developers looking to explore blockchain integration with their Apps. It is free and ends with a certificate of completion.,,
SHITZU,"Aurora,DeFi",The Meme Coin of Aurora.,https://awesomenear.com/shitzu,AURORA,(SHITZU),https://awesome-near.s3.amazonaws.com/shitzu.jpg,,,,,,https://www.twitter.com/ShitzuCommunity,,https://t.me/ShitzuApes,https://discord.com/invite/CwaJXxSrHV,,,,,https://aurorascan.dev/address/0x68e401B61eA53889505cc1366710f733A60C2d41,,, SHITZU is a completely community-driven and community-run ERC-20 token in the Aurora Network - the EVM Scaling Solution for Ethereum backed by NEAR’s Scalability. The $SHITZU Community is in collaboration with Crossword.xyz to make weekly crossword puzzles promoting the NEAR & Aurora Ecosystem. Join the Telegram group for future #alpha leaks.,,
Idavoll DAO,"DAO,DApps",DAO management service provider.,https://awesomenear.com/idavoll-dao,NEAR,(IDV),https://awesome-near.s3.amazonaws.com/idavoll-dao.jpg,https://idavoll.network/,,,,,https://twitter.com/idavollDAO,https://github.com/idavollnetwork,https://t.me/idavollglobal,,,https://idavolldao.medium.com/,https://files.idavoll.network/pdf/Idavoll-Network-Whitepaper.pdf,,,,," Idavoll is a Decentralized Autonomous Organization (DAO) management service provider
that unpacks necessary infrastructure and services, to enable better project/user
communication and management, that includes DAO creation and management toolbox,
court, investment concurrent resolution and social discussion panel.",,
Discovol,"DApps,Octopus,Social",A decentralized platform to discover and distribute high-quality content.,https://awesomenear.com/discovol,OCTOPUS,(DISC),https://awesome-near.s3.amazonaws.com/discovol.jpg,https://discovol.org/,,,,,https://twitter.com/Discovol1,https://github.com/discovol,https://t.me/Discovol,https://discord.com/invite/3r28wsM2Vv,,https://discovol1.medium.com/,,,,,," DISCOVOL is a decentralized platform to discover and distribute high quality content. We help distributors who want to distribute high quality content via social network, discover the content they want in an efficient way. Hereby, we also help high quality content creators distribute elaborate content to more target audiences via distributor community.",,
Enleap,"DApps,Launchpads,Marketplaces,NFT",A simple process to create and sell your NFTs.,https://awesomenear.com/enleap,"COMING SOON,NEAR",,https://awesome-near.s3.amazonaws.com/enleap.jpg,https://enleap.app/,,,,,https://twitter.com/EnleapNear,,,,,,,,,,, A simple process to create and sell your NFTs.,,
Meta Foxonry,"Collectibles,NFT",NFT collection of foxes living in the secret society called Meta Foxonry.,https://awesomenear.com/meta-foxonry,NEAR,,https://awesome-near.s3.amazonaws.com/meta-foxonry.jpg,https://metafoxonry.io/,,,,,https://twitter.com/Metafoxonry,,,https://discord.com/invite/metafoxonry,,,,,,,," Meta Foxonry is a collection of  Meta Foxes ruling the world while living on the NEAR blockchain. By holding Meta Fox, you own something more significant than a hyped PFP. Each Meta Fox NFT acts as a unique access key to the Meta Foxonry services ecosystem. Every single Meta Fox NFT is stakable and upgradable. It's crucial since you'll be able to earn NEAR from your NFTs while holding them.",,
EngiNeart,"Collectibles,Gaming,NFT",Blockchain’s finest casino is coming to NEAR.,https://awesomenear.com/engineart,NEAR,,https://awesome-near.s3.amazonaws.com/engineart.jpg,https://engineart.io/,,,https://near.casino/,,https://twitter.com/engineart_nft/,,,https://discord.com/invite/engineart,,,,,,,, Blockchain’s finest casino is coming to NEAR. 6789 NFT with casino profit sharing.,,
Near Degen Athletes,"Collectibles,NFT",The first sports betting syndicate on NEAR.,https://awesomenear.com/near-degen-athletes,NEAR,,https://awesome-near.s3.amazonaws.com/near-degen-athletes.jpg,,,,,,https://twitter.com/NDA_NFT,,,,,,,,,,, Near Degen Athletes is the first sports betting syndicate on NEAR.  Betting + Sport Degen Enthusiasts Community.,,
NearNFT,"NFT,Utilities",Tracking the NEAR NFT Market.,https://awesomenear.com/nearnft,NEAR,,https://awesome-near.s3.amazonaws.com/nearnft.jpg,https://nearnft.io/,,,,,https://twitter.com/NearNFTio,,,,,,,,,,, Upcoming NFT Drops - Tracking the NEAR NFT Market.,,
Brink,"DApps,DeFi,Exchanges,OWC",Conditional Orders for DeFi.,https://awesomenear.com/brink,"COMING SOON,NEAR",,https://awesome-near.s3.amazonaws.com/brink.jpg,https://www.brink.exchange/,,,https://app.brink.trade/,,https://twitter.com/BrinkTrade,,,https://discord.com/invite/C3VJaqt,,https://brinktrade.medium.com/,,,,,," Brink, Eliminates Technical Risks by enabling users to trade assets and earn interest without Wallets and Gas/Tx’s.",,
ARterra,"DApps,Sports,NFT,OWC",The Digital Collectible Hub of Esports.,https://awesomenear.com/arterra,NEAR,,https://awesome-near.s3.amazonaws.com/arterra.jpg,https://arterra.co/,,,,,https://twitter.com/ARterraLabs,https://github.com/ARterraCo,https://t.me/arterraofficial,https://discord.com/invite/vEx3FU6,,,,,,,," ARterra is a new NFT Platform hyper-focused on the Esports & Gaming Market. With NFTs from your favorite teams, leagues, and creators, there is plenty to explore.",,https://awesomenear.com/articles/arterra-labs-raises-seed-round
Taker Protocol,"DApps,DeFi,Lending,NFT",Fundamental Financial Infrastructure For NFT Ecosystem. ,https://awesomenear.com/taker-protocol,"COMING SOON,NEAR",,https://awesome-near.s3.amazonaws.com/taker-protocol.jpg,https://taker.org/,,,,,https://twitter.com/TakerProtocol,,https://t.me/taker_protocol,https://discord.com/invite/taker,https://www.linkedin.com/company/taker-protocol/about/,https://taker-protocol.medium.com/,,,,,," Taker is a liquidity protocol that allows users to liquidate and rent all kinds of novel crypto assets, including encrypted collectibles, Metaverse assets, financial papers, synthetic assets and more.",,
Everyone Eats Entertainment ,"DApps,Marketplaces,Music,NFT",Decentralized Label & NFT Marketplace Being Built On NEAR.,https://awesomenear.com/everyone-eats-ent,"COMING SOON,NEAR",,https://awesome-near.s3.amazonaws.com/everyone-eats-entertainment .jpg,https://www.musicfeast.io/,,,,,https://twitter.com/EveryoneEatsEnt,,https://t.me/+-1CZlPIHorM2YjYx,,,,,,,,," Blockchain based record label and marketplace, where fans can get exclusive content and merch, and interact with their favorite artists through the purchase of NFT's. Everyone Eats Entertainment  is founded by Grammy Award Winning, Multi-Platinum, Diamond Certified Industry Pro Crypto Nerds.",,
Aurora Hunters,Ecosystem,Web3 community on Aurora.,https://awesomenear.com/aurora-hunters,AURORA,,https://awesome-near.s3.amazonaws.com/aurora-hunters.jpg,,,,,,https://twitter.com/aurora__hunters,,https://t.me/HuntersAurora,,,https://medium.com/@aurora_hunters,,,,,, Aurora Web3 community: examines every dApp/project to grow ecosystem with fun.,,
WISP Token,"ReFi,Utilities","Building public goods for underserved areas, while generating cash flow for investors.",https://awesomenear.com/wisp-token,"COMING SOON,AURORA",(WISP),https://awesome-near.s3.amazonaws.com/wisp-token.jpg,https://wisptoken.com/,,,,,https://twitter.com/wisptoken,,https://t.me/+iDLOmJi09vtlOWJh,,,,https://wisptoken.com/wp-content/uploads/2022/05/WISP-token-whitepaper-20220403.pdf,,,,," WISPToken is owned by Green Monster LLC, which is a private company focused on identifying and analyzing high-performance, cash flow positive infrastructure businesses like wireless internet service operations, solar farms, etc. We raise funding for businesses to grow in underserved areas and optimize the business operation while returning sustainable cash flow to investors. Our mission is to fund environmentally friendly infrastructure projects with high potential yield returns regardless of market cycles. We aim to generate positive cash flow from day one and make the process simple, liquid, and affordable to average investors. We conduct business with utmost honesty and integrity, never sacrificing our conservative engineering approach.",Aurora Grant,
EV Initiative,"DAO,ReFi",eMobility Service Provider and Charge Port Operator.,https://awesomenear.com/ev-initiative,"COMING SOON,NEAR",(EVI),https://awesome-near.s3.amazonaws.com/ev-initiative.jpg,https://evinitiative.com/,,,,,https://twitter.com/EV_Initiative,,,,https://www.linkedin.com/company/ev-initiative/,,,,,,, EV Initiative is the power or opportunity to act or take charge before others do. Our goal is to pick up the slack on behalf of the automobile industry and take initiative for building the necessary electric vehicle charging infrastructure required to allow the ownership of personal electric vehicles to go mainstream.,NEAR Grant,
Gyde,"DApps,Social",Helping folks spend less time in poverty with reliable referrals.,https://awesomenear.com/gyde,NEAR,,https://awesome-near.s3.amazonaws.com/gyde.jpg,https://gyde.community/,,,,,https://twitter.com/gydecommunity,,,,,,,,,,," Using our unique NFT-gated platform, finding help has never been easier. Starting in Baltimore City, we're mapping out the entire helping ecosystem for those who need it. Only those who need help can see the reviews relevant to them. Are you in Baltimore City and need help? Click 'Sign Up' above and we'll review your application asap!",NEAR Grant,
